,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
397202,397203,B0096ARSSW,A3EVUHG7ZXV42,Mrs.Grey,1,1,1,1970-01-01 00:00:01.351123200,YOU SHOULD BE ASHAMED,$15 for ONE pack of Oreos?! You should be ashamed of yourself for taking advantage of people. Do not give your money to these money hungry people!!
446950,446951,B000OC0SNS,A1R6OY9RVL2FO6,Issabella,0,0,5,1970-01-01 00:00:01.351123200,My dogs LOVE these,My Papillon is on a diet so this is the only treats I keep in the house. Both my dogs love them. They are always moist and are a good size. You can break in half for training bits.
107969,107970,B007TJGY46,A3NIBMLKUK73JC,mark snavely,0,0,5,1970-01-01 00:00:01.351123200,Great flavor no bite,This coffee is a favorite of mine and many others. Jet Fuel is dark roasted but smooth and rich with no bite!
468558,468559,B0000TU6P0,A2T8PG6HNH93WH,Hyok Kim,0,0,4,1970-01-01 00:00:01.351123200,My former #1 butter...........,"....to be replaced by Plugra.<br /><br />I became a 'butterholic' after tasting free sample of Lurpak at room temp spread on crakers at Wild Oats years ago.<br /><br />I had thought that butter was butter, and this premium stuff was just marketing gimmick, NOT!<br /><br />Ever since lurpak became my regular butter, I started 'testing' other premium butters, so far none ever surpassed lurpak till I tried Plugra at Whole Foods.<br /><br />Lurpak has this smooth, but tangy taste I crave for.  It's an excellent butter to use on fancy Eurostyle bread with organic milk on mornings.  But it's not a 'cooking' butter, yes one can use lurpak for cooking, but it's really a waste of flavor and such premium price to boot.<br /><br />Eventually I found another premium butter that replaced lurpak, Plugra, made in USA, and cheaper than lurpak, and even more complex and nuanced flavor than lurpak.<br /><br />Even Cook's illustrated declared Plugra a superior butter than lurpak, its former favorite just like it used to be mine."
468560,468561,B008ADQOJA,A1YYFX661KECLP,Angela,0,0,5,1970-01-01 00:00:01.351123200,Incredible matcha!,This matcha is incredible - I got hooked on plain matcha - so having someone kick it up a notch and add this incredible flavour is amazing.  I'm a big Boston Cream donut fan and this has the same taste too it.  Highly recommend it!
367276,367277,B0001LQZOI,A2RKEA0GBBC0GU,Jay,0,0,5,1970-01-01 00:00:01.351123200,Excellent Tea,"This is the best tea i have had yet. It reminds me of a fine wine,very smooth and full bodied.I use milk and honey with it and i a cant get over how good the tea tastes.I finally found a great tea thanks to amazon and the reviews from consumers on products like these."
90887,90888,B000FBM3PO,A2XVOWD40JCFSZ,pngu,0,0,4,1970-01-01 00:00:01.351123200,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
333774,333775,B000FBKFV8,A2XVOWD40JCFSZ,pngu,0,0,4,1970-01-01 00:00:01.351123200,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
452636,452637,B000YSTGGW,AQH6FCS9F0Z9R,"Marz ""Marz""",0,0,1,1970-01-01 00:00:01.351123200,Makes babies constipated!,"Wrongful advertisement! I usually don't write any reviews but I had to give this one a star. Ever since I gave my 6 month old this organic oatmeal cereal (which she seemed to like with my breast milk) she has been constipated. Day no 4 and I am still waiting for her ""full diaper""! I can see how much she is suffering trying to poop, I tried prunes and this product is still sitting in her little tummy. Waste of money! Disappointed in whole foods that they would sell such a bad product!"
445103,445104,B004BRZ6Y8,A398R5RS3RE8EO,Lilikoi Juice,0,0,5,1970-01-01 00:00:01.351123200,"Happy dog, happy tummy, happy human.","My nine year-old labracollie has a very sensitive tummy and is allergic to a lot of foods.  I started my labracollie on Instinct Grain-Free Duck/Turkey about two months ago, when I ran out of her usual dog food (which was working out ""okay"") and had to give her our wiener dog's food.  I immediately noticed how pungent this dog food was.  It smelled very concentrated but I ensured myself it was not bad by checking the kibble and expiration date.  The smell may shock some people, but after that initial surprise, I noticed how eager my dog looked when she got a whiff of this food.  I think some dogs like stinky-smelling food.  She started eating it right away, and the very next day I was happy to see that she passed a normal stool!  It was even great that she was not scratching like she a maddog.<br /><br />After she did well on the Duck/Turkey, I bought the Beef/Lamb.  She was fine on this one too.  I try to give her a variety of options to keep her interested in her meals so I was glad that I found at least two choices<br /><br />It's only been two months so I can't comment on how she does long-term.  I will probably update this review if I find notice anything that I feel could be shared.  My dog is about 52 pounds and I go through the 13-pound bag in about two weeks.  The results, so far, definitely validate the additional cost; and I feel this brand is decently priced compared to other grain-free dog foods out there.  So far she has tried the Turkey/Duck and Beef/Lamb and she liked both of them, and is still passing normal stool.  Unfortunately she's allergic to chicken so I can't give her the Chicken mix and she has never particularly cared for fish so I am debating if I should bother with the Salmon Meal.  My next bag will probably be the Instinct Grain-Free Limited Ingredients, just to give it a try.<br /><br />So to recap...<br /><br />Pros:<br />1. Good for dogs with sensitive tummies and food allergies<br />2. Kibbles are small.<br />3. Reasonable price.<br /><br />Cons:<br />1. Smells strong."
288656,288657,B004ZKGZOG,A2AMFH1I8R1D02,phoebe sylverthorn,0,0,5,1970-01-01 00:00:01.351123200,Works for my dog's itchy spots,My Gaffney is a very fussy pup.  She loves this new dog food and it is good for her.  It tones down her hot spots so she is more comfortable.
552300,552301,B0073H9R48,A130VGG4P4PW5J,"SirTaz ""Geniebugged""",0,0,1,1970-01-01 00:00:01.351123200,Suggest NOT buying as 'chicken' wrapped and huge recall all CHINA,chicken in our pet foods - Have trusted Wagon Train* for years - had a pack of these on hand - 16 yr old dog liked but at the same time HUGE Wagon Train and other products were recalled this past spring [2012]. Until all pet food mfgs STOP importing our Pet treats/foods - For Now American Made/or Canada<br /><br />Pedigree* Denta-Stix and Canine Carry outs* - are the rule with all of us -<br /><br />Amazon has great prices on these also
107907,107908,B000JMBE7M,AQX1N6A51QOKG,Annie Pope,0,0,4,1970-01-01 00:00:01.351123200,"It isn't blanc mange, but isn't bad . . .","I'm not sure that custard is really custard without eggs.  But this comes close.  I got it for use in a ""Vegan pancake"" recipe.  We were having houseguests who were Vegan and I wanted to make some special breakfasts while they were here.  One of the cooking/recipe sites had a recipe using this and there were lots of great reviews.  I tried the recipe and it turned out like wallpaper paste -- yuck!<br />However, the  so-called custard isn't so bad.  I think it's probably just cornstarch and annatto (yellow coloring with a slight flavor).  It's fun playing with it.  You could dress it up with fruit.  Seems to come out on the thin side when you make it as directed, so I use less milk because I like my custards to set firm.  As a custard sauce it's fine.  I would say it tastes something between a pudding and a custard.<br /><br />If you want a really good egg-free ""custard"" get an original recipe for ""blanc mange.""  It takes a lot longer to make, but it's certainly worth the difference."
100097,100098,B000LQORDE,A12FMRU69K335E,T. Gock,0,0,5,1970-01-01 00:00:01.351123200,Instant noodle with best taste and texture -- see Recall Info,"I just researched about the korean noodle recall because I love this Shin Ramyun noodle -- the best taste and texture instant noodle I have ever tasted. It is the Neoguri Seafood & Mild Noodles and Neoguri Seafood and Spicy Noodles that are problematic, not this Shin Ramyun type by the same company Nongshim, read this article:[...]<br />ADVICE: Because of high sodium in instant noodles, put only partial seasoning package and also try not to drink the soup!"
100096,100097,B000LQORDE,AAUVIV5KLSC8A,chika,0,0,5,1970-01-01 00:00:01.351123200,grocery,I like this grocery.<br /><br />It is too spicy and famous noodle in Korea.<br /><br />I'm not Korean but I can eat it.<br /><br />Customer service is so good because it is so speedy
9031,9032,B006N3IG4K,A21VWSCGW7UUAR,Ian Wilmot,0,0,4,1970-01-01 00:00:01.351123200,"Good, but not Wolfgang Puck good","Honestly, I have to admit that I expected a little better. That's not to say that this is bad coffee - in fact it's quite bold without being too acidic, and pretty satisfying overall. I think my main problem is that Wolfgang Puck's name is attached to it, so perhaps it set my expectations a little high. I have a Wolfgang Puck knife set that I adore, and is very high quality for what I paid for it. This coffee was on sale, so it was well worth it also, I just hoped for something that would knock my socks off - which it didn't. I also purchased the Breakfast blend, and Jamaica me crazy at the same time. The breakfast blend was the best, in my opinion, and the jamaican coffee smelled the best, but was the least successful."
469253,469254,B001FB6BV0,A30PZPSLRKK2OM,KatieM,0,0,5,1970-01-01 00:00:01.351123200,SO GOOD,"Best salsa hands down, with a nice kick too. Not too liquidy either - only the good stuff is on every chip!"
96675,96676,B0051C0J6M,AWFA8N9IXELVH,No Pen Name,0,0,1,1970-01-01 00:00:01.351123200,Deceptive description,On Oct 9 I ordered from a different vendor the same product 1.2 oz- 6 pack.  That order was 6 packs of 1.2 oz ea.  When I saw this item I decided to order it.  it read the same as my first order 1.2 oz- 6 pack & the price was approximately the same.  I received the order today & what is it but 1 large bag of small packs totaling 1.2 oz.  I call this deceptive not curious as another reviewer put it. I think the descriptions should be more specfic. The 1 star rating I gave is because of the description not the product itself.  The chips are actually very good.
96676,96677,B0051C0J6M,AG4YGLLIE8BWP,Miwintee,0,0,5,1970-01-01 00:00:01.351123200,Makes me drool just thinking of them,"The Brit's have out done us. The flavor is supreme,they satisfy my hunger for steak and onions...<br />Get them while you can...  Their other flavors are great tooo"
127272,127273,B005NDXJ2U,A2XURJBVAMC8SI,W. Leach,0,0,1,1970-01-01 00:00:01.351123200,Great Ingrediants - old and dry,"We must have received a fruitcake made a year ago - this was so dry, you could not slice it- it just crumbled.  You could tell the ingrediants were of high quality.<br /><br />Last year we purchased a Jane Parker fruitcake and it was great, unfortunately, the large ones are no longer available through amazon.com.  In addition, the tin ( which my wife wanted ) was damaged in 2-3 placed - fedex is rough on things"
446988,446989,B004HU7TC6,A1BUNS3B1N43T9,Shirayuki,0,0,5,1970-01-01 00:00:01.351123200,Better than Western Candy,"I love the strawberry flavor of Pocky the best. Not only does it have an appealing, smooth texture, but it also is not overly packed with sugar the way most Occidental candies are. Another great feature is that it is suitable for lacto-vegetarians. I plan on purchasing this product again in the future."
206590,206591,B000YOQOAC,A17XLNVNQ8GIQE,"G. Lake ""1233fire""",0,0,5,1970-01-01 00:00:01.351123200,Superb Flavor and Great Price,"Golden Barrel Blackstrap Molasses was all that I anticipated and expected.  I was inspired and encouraged by memories of my father adding it to my oatmeal when I was a child. I was not disappointed!  I still like oatmeal as my Dad made it with raisins, some pecan chunks and a tablespoon of molasses.  No white sugar is needed...it is pretty sweet! I sometimes add almond milk, but not always!  Golden Barrel Blackstrap Molasses is also great in molasses cookies and Ginger Snaps!  You just have to try it to be consumed by the joy jumping on your tongue!  Thank you Golden Barrel!!"
107970,107971,B007TJGY46,A2CSPTFY7QPT78,Mary G. Hershey,0,0,5,1970-01-01 00:00:01.351123200,Great bold taste-- compare to Emeril's Bold,"I've been drinking Emeril's Bold for a year and a half, and wanted to try something different. A review led me to this brand, and I love it too! I'm a strong coffee gal-- I like Starbuck's-- so this is right up my alley."
372403,372404,B004OFAX5Y,A2UHAFWITF9JYP,P,0,0,5,1970-01-01 00:00:01.351123200,Scriptures are incredible! Makes a SUPER tasty gift,"Thank you Shepherds Garden for a great product! The scriptures are well chosen, thoughtful. It really makes a perfect gift and accompaniment to quiet time (or any time!) As for flavor, compared to celestial seasoning's (non-organic) country peach passion, Shepherds is has soft peach tones and a more earthy flavor. Unless you're not a peach person or avid tea lover you should love it. It's organic too, which is VERY important for tea, and being a white tea it also contains less fluoride if that's a consideration for you. I got 5 boxes directly from their site for my mom, grandmom, sister, and friends this Christmas (great to pair w/ homemade breads or coffeecake!). If you don't think you'll dig peach they have a chai that's truly superior to any chai I've tasted, cranberry is good & unique, and peppermint just rocks (free samples at their website too...). No, they're not flavored with crazy artificial chemicals, sweeteners, non-organic leaves, and colorants. But I LIKE THAT! And for goodness sake they're Bible verse teas! How cool is that?!"
452701,452702,B003D4MYLS,AWZZUM4YPP3H9,snoopy's sister,0,0,5,1970-01-01 00:00:01.351123200,I couldn't love the double bergamot more,I'm absolutely addicted to this tea. it's the best tea I've ever had. when Starbucks changed their black iced tea I had to find a replacement. this stuff is better than anything ever. I'm very passionate about tea. I've never had it hot but I'm sure it's delicious that way as well.
21703,21704,B0029JHH4W,A3B5YEXQTV4TZF,Blind Woodcrafter,0,0,5,1970-01-01 00:00:01.351123200,Yummy Stuff!,"They were the large candy bars.  I I'm not really sure what to say.  It tasted just like a Snickers.  They arrive by UPS during the middle of our Texas heat and not a one was melted.  I was really concern about them melting, but to my surprise they were not.  I watched the UPS tracking all the way from California to Texas so I know they didn't come Fast shipping, great packaging & good tasting product."
418532,418533,B005HGAV0Q,A3557OEC4JU5RS,"Dorothy Foley ""Kindle Lover""",0,0,5,1970-01-01 00:00:01.351123200,Great select ion.,These were great . I loved the varity. This is the second time I have ordered these. I will order them again.
273287,273288,B007EEA9PQ,A3P08QK1PMOVOJ,fritz,0,0,5,1970-01-01 00:00:01.351123200,Cookies!,The recipe on the box makes the best cookies! Our three sons and their families always look forward to eating them. We have used this product for at least 44 years (we just celebrated our anniversary last month).  Too bad our local supermarkets stopped stocking this mincemeat product!  They only carry the moist mincemeat in a jar.  Some people just don't know what they're missing!!
471303,471304,B000LRFW82,A27CRPTI1R1IVJ,imantada7,0,0,5,1970-01-01 00:00:01.351123200,MOST DELICIOUS THING EVER!,"I TRIED THIS CAKES DURING MY LAS SUMMER VISIT TO ITALY AND I TOTALLY LOVED THEM, NOW THAT I AM BACK AT TEXAS COULD NOT BELIEVE THAT NONE OF THE GROCERY OR SPECIALITY FOODS STORES CARRIED THIS PRODUCT. TURNS OUT THAT I FOUND IT IN A RANDOM VERY VERY RANDOM STORE THAT IS JUST BEGINNING TO CARRY THE PRODUCT, ALL OF THEM BUT NOT THE SWEET ROLL OF CACAO WHICH IS SAD BECAUSE THAT ONE IS MY FAVORITE.<br />WORTH TO BUY TRHOUGH AMAZON OR THE MAIN BALCONI SITE WITH CHARGES 10 BUCKS FOR SHIPPING.<br />LOVE BALCONI!!!"
521072,521073,B004EDHD1I,APPNN3ALT0ME2,James G.,0,0,5,1970-01-01 00:00:01.351123200,Great alternative to daily Starbucks trips,"My wife and I are big fans of hot morning drinks (with caffeine), especially in the winter. We realized this to be a great way for us to get our morning fix more affordably from home. It's been about a year now and somehow this ""flavor"" tea hasn't gotten old yet!"
240086,240087,B001VJ0B0I,A265IEMG2K5R4W,"Oliver Demille ""Family, Freedom, Prosperity""",0,0,3,1970-01-01 00:00:01.351123200,"Appetizing, but rich","My older dog was happy to go right to this bowl of food, but it upset his stomach. The cats like it, though, so it's not a bust. Must be yummy..."
430792,430793,B006Q7YG2O,A7EU2BWLLCJY2,"Claire Jordan ""Filmmaker -""",0,0,5,1970-01-01 00:00:01.351123200,My dogs love them!,"I've tried several different kinds of freeze-dried chicken treats and, for the most part, they are all so dehydrated that they literally turn into dust in the bag.  You get a couple of solid pieces out of a bag, then the rest you have to sprinkle on top of dog food because it's just chicken powder.  These don't do that!  They have some additional ingredients in them besides chicken (veggies and fruit mostly) so they stay together very nicely.  They are definitely designed for larger dogs - each treat is about the size of a fifty-cent piece (when was the last time you saw one of those?) and about a quarter to a half an inch thick.  But they break easily into smaller pieces for little dogs.  I have teeny, tiny chihuahuas so I have to break these treats into M&M-sized pieces for them, but they can't get enough!  And the bag goes a long ways if you are breaking them down into smaller treats.  These are now permanently on my shopping list for my babies."
96531,96532,B0076YVPFC,A3OJX18B60PJR9,"DAVERAT ""daverat""",1,1,4,1970-01-01 00:00:01.351123200,"Tasty & convenient but  at $3.21 a package, not the best value available","Daverat's Wife speaking:  I made this for my husband and it was very easy to prepare in the microwave.  He enjoyed the meal and stated that he'd love to have them on hand if the price point was more reasonable.  He ate his  Fusilla & Veg Marinara with a large salad seasoned only with some balsamic vingar and had it for his dinner meal.  To use the Chinese food cliche, he told me an hour later he was hungry again so I made him a grilled chicken breast.  That got me to thinking that the packaged meal alone wouldn't work for us as a stand-alone  meal.  We'd have to add to it for it to work.  If these were a dollar per package cheaper after Subscribe & Save, they might make a good shelf stable meal to which you could add cooked chicken strips, canned chicken, black beans or even a high quality pouched tuna.  On it's own, it's not filling enough nor nutritionally complete.<br /><br />Right at this moment, Amazon is showing me an offer for a $5 off Amazon coupon which when applied, brings the price point after Subscribe & Save down to $2.38, which is  quite a bit better and rather tempting.  However, after seeing this, I asked my husband if he wanted me to order some for the pantry and suddenly he wasn't as in love with the product any more.  Oh well!  When you add in the cost of a small salad plus some lean protein such as the gilled chicken breast, even with the $5 off, it brings the per meal cost back up to around $4.60.  That may sound like a bargain if you eat out often or grab fast food a few nights a week but we don't.  I plan our meals out for the week and even sometimes for an entire month ahead of time to get the most from every grocery item we buy and I could make this same dish using Barilla High protein pasta, my own vegetable marinara with veg from my gardens and come out quite a bit cheaper.  I also think I could eliminate some of the high sodium contant and bring down the fat in the dish as well.<br /><br />I gave it four stars, however, because hubby liked it, it was simple to prepare and even a starving teenager can toss in some chicken strips of canned chicken to make it a more filling meal.  There's enough sauce in the meal to coat a moderate amount of added chicken or meat.  I could see this being a good pantry staple for a college student or a busy single person. As shelf-stable meals go, even though I wasn't all that impressed with the sodium count and fat, this brand compares quite favorable with other shelf-stable meals. It could be a good choice for folks in ned of something o brag and nuke quickly at the end of a long day and in place of ordering in restaurant food.  For a family on a budget.. not so much of a deal."
200333,200334,B004IXYLU0,A1GXV1UYSBCG91,FrannieGoldsmith,0,0,1,1970-01-01 00:00:01.351123200,Formula change,I have bought this brand for several years and my family has always enjoyed the pancakes. The formula had to be changed in the last order of 4 boxes I received. The taste was not good. I thought it might be just one bad box soni opened a second box. The second box tasted off as well. A shame because we have really loved these pancakes for many years.
240085,240086,B001VJ0B0I,A1WXFL6IXQKAM5,"Barb Caffrey ""writer-for-hire""",0,0,5,1970-01-01 00:00:01.351123200,Excellent dog food,"Purina's Beneful Original Dog Food in the 15.5 pound bag is an excellent dog food indeed.  This dog food was greatly appreciated by the three dogs in my life; they loved it, and would stand around the dog food bowl when it was empty, hoping that it would be filled forthwith.  (That is, when one of the dogs wasn't doing her ""paw trick."")<br /><br />At any rate, the dogs really enjoyed this food.  And as it is a large bag full of food, if you have three dogs or so, it'll last you at least three weeks if used as directed.  So it's a good value and your dogs will really enjoy it (that is, if they're anything like the three I deal with every day) -- so what's not to like about that?<br /><br />Five stars, highly recommended.<br /><br />Barb Caffrey"
123661,123662,B0001GCAR4,A1G3RMTUPLVQIL,ilovescourge,0,0,4,1970-01-01 00:00:01.351123200,pretty good but not the best,"being raised in germany, i always had the great marzipan. when i got this box it actually did taste pretty good but it was somewhat dry, though i think the toasting is the cause of that. it didnt have an intense flavor and was more sweet than almondy, another reason it wasnt my favorite. i love marzipan but i cant afford the real expensive stuff so i buy this stuff and its delicious either way, since i rarely get to try it.<br />shipping was on time and it was fresh. so all in all i rate this four, for the good service, and the good tasting candy.<br />warning- it was smaller than i expected."
96533,96534,B0076YVPFC,A23E9ZPS2RQZS0,"S. Robbins ""talking to a tortoise""",0,0,5,1970-01-01 00:00:01.351123200,Tasty and Quick Pasta,"Barilla Whole Grain Fusilli with Vegetable Marinara is tasty and has an excellent chunky vegetable marinara.  I just wish there was more of it.  If you aren't starving or on a diet, the 9oz serving is enough for lunch although you might want to add a piece of fruit to feel full.  The whole grain fusilli cooked to al dente tenderness following the instructions and the chunky marinara sauce is so good that I wished there was more of it.  Rarely do I eat sauce alone but this sauce is good enough to."
96534,96535,B0076YVPFC,A3FD3BHIUYIFPD,Stephanie,0,0,3,1970-01-01 00:00:01.351123200,Handy,"Love the idea of ready in a minute pasta and for that alone this product gets praise.  The pasta is whole grain so that's a big plus and it actually comes out al dente.  The vegetable marinara sauce is tasty, but has a high salt content - 710mg for a 9 oz. serving.<br /><br />It looks like much thought and testing went into creating the packaging, but I found it challenging.  You need to pull back the film to expose the sauce tray -- and not spill it.  I had to pull hard on the film, which made the sauce cup wiggle.  Easy to work around, but tricky nonetheless.<br /><br />All in all a step up from usual microwave in a minute fare."
220540,220541,B0034EDLS2,A1Z42SO1EE4L02,janniesue,0,0,5,1970-01-01 00:00:01.351123200,Great Taste,I love the KIND bars.  They taste great and are much healthier than other bars.  Also they satisfy your taste for something sweet so are healthier than eating candy.
190618,190619,B005HGIVTY,A3J1A0BZ0K5Y7B,lisa,0,0,1,1970-01-01 00:00:01.351123200,naked coconut water,I have tried many different coconut water brands and flavors. This one does not have great flavor compared to other brands. I would not recommend this product...very bland. I should have listened to past reviews.
381088,381089,B0007U5J40,A194RHTL3MSZ3O,Lanora Walker,0,0,3,1970-01-01 00:00:01.351123200,Very sweet,"I like the crunchy-ness of the middle, but it doesn't have a great flavor, basically just a very sweet taste without much substance. The chocolate around it is pretty sweet too. If you like really sweet candy and crunchy-ness then go ahead and get them, but there are much better chocolates out there."
63293,63294,B0062Q58MG,A1CHRKGGTEFFEW,"mooch ""mooch k""",0,0,5,1970-01-01 00:00:01.351123200,So good. The next best thing to thin mints,I put these in the freezer and they taste just like the girls scoots  thin mints. Their cheap and you can by they all year round.
381076,381077,B008CH3IKM,A3AU23RO5XD06E,TP,0,0,5,1970-01-01 00:00:01.351123200,Great Basil Taste - Organic- Gluten Free,"About time, this is the best organic gluten free basil pasta sauce I have ever had.  My wife is Italian and said she has never had better."
201485,201486,B0076YVPKC,A1DRM3JV6T5O6P,W. Oliver,0,0,4,1970-01-01 00:00:01.351123200,Fine for a microwave dinner,The Barilla Mezze Penne with spicy marinara sauce is easy to prepare and tastes better than similar products. The sauce is not as spicy as I expected it to be but does have a flavorful tomato-y taste. The sauce is separate from the pasta and must be combined after cooking.
335000,335001,B003D4MW38,AWZZUM4YPP3H9,snoopy's sister,0,0,5,1970-01-01 00:00:01.351123200,I couldn't love the double bergamot more,I'm absolutely addicted to this tea. it's the best tea I've ever had. when Starbucks changed their black iced tea I had to find a replacement. this stuff is better than anything ever. I'm very passionate about tea. I've never had it hot but I'm sure it's delicious that way as well.
174074,174075,B0006MWNP2,A1AFOYZ9HSM2CZ,Jerrica Johnson,0,0,5,1970-01-01 00:00:01.351123200,Happy with the product,My dog was suffering with itchy skin.  He had been eating Natural Choice brand (cheaper) since he was a puppy.  I was nervous to change foods.  The vet suggested to change foods sand see if the skin issues cleared up.  Wellness brand did the job.  My dog seems to love the food and the skin issues cleared up within a few weeks.
428921,428922,B000HNF8ZW,A194RHTL3MSZ3O,Lanora Walker,0,0,3,1970-01-01 00:00:01.351123200,Sweet,"I don't know if it's just me, but too many varieties of Cadbury chocolate are just too sweet! The Cadbury eggs and dairy milk bars are the best, but still quite sweet. The curly wurly bars are just not good enough to be worth the price, if you like really sweet chocolate, then get them, but if you're not a fan of really sweet chocolate then I advise against buying these."
528615,528616,B005QQ1MB4,A3BVT74XFWO6KD,"James J. Ros ""Mr. Geek""",0,0,5,1970-01-01 00:00:01.351123200,Best Biscuit Flour you can get!,"I have use many ready made biscuit flours as well as many attempts to make my own, this is by far the best! Just wish I could get it at my local market!"
525221,525222,B005STNE3S,A1SSZEZA8U2RNK,Rachelle Moon,0,0,5,1970-01-01 00:00:01.351123200,Perfect for Dig Pink,These were perfect for my red velvet cupcakes with cream cheese frosting for a Dig Pink volleyball game! Everyone loved them and they softened into a frosting consistency after sprinking them on the previous night. Loved them!
295923,295924,B0002DGL26,A1QNH9R3AJ1T3K,Kelly A.,0,0,5,1970-01-01 00:00:01.351123200,Great product for puppies that are teething!,"This product was great for my teething puppy, who loves to chew everything and anything that he can find.  Definitely a great alternative and he loved all three of the bones."
112361,112362,B008RYX8T6,A3G2YF0YIUR257,JClark20,0,0,1,1970-01-01 00:00:01.351123200,The Seller is NOT Starbursts,"As I ordered this for my boyfriend for his birthday as he LOVES the sour Starbursts but they were discontinued. So I ordered these and found that not only is the seller a scammer, I never received my product!<br /><br />After multiple attempts and emails to ARRAM, I had to file a claim. They said they would ""redeliver"" this product THREE times and I still didn't receive it. They write their own feedback for a higher score and never solved my problem.<br /><br />DO NOT ORDER THESE! You will never receive them. Very disappointed that I was scammed on Amazon. I never write reviews however, I wanted to ensure that this does not happen to anyone else."
519210,519211,B003CLGE5E,A1M01EAT3LVP4Y,Yakuza,0,0,4,1970-01-01 00:00:01.351123200,Helps me lose weight,"Oddly this tea breaks me out at first, not really sure if it was the tea or my new work at the bakery..But surely this tea helps me lose weight. When I got a job I stopped working out and I stopped losing weight. I started drinking this tea and I started to lose weight again every week. And I think it helps with my skin too..it's so hard to tell because at the bakery I always leave greasy lol. But the break outs stopped long ago when I started taking a shower after work. So i guess it was my job after all."
558342,558343,B001KTA03C,A2S29X1UALPLSO,K. Anthony,0,0,5,1970-01-01 00:00:01.351123200,"Green Mountain kcup Black Magic, Black Diamond Extra Bold, Nantucket Blend","I have tried many of the available coffee's available but, I enjoy a robust coffee in the morning and both Black Magic and Black Diamond Extra Bold meet and exceed what I was expecting.  The Nantucket Blend is a great coffee for anytime of day or night.  I usually wait until Amazon has a sale on these to make my purchase...Make sure when you buy k cups that the Amazon Prime logo appears...Without the Amazon Prime Logo, I have found what I received in the past did not reflect what I had ordered.. Substitution get made without your knowledge and sometimes count is short, etc..."
194296,194297,B000VDL7RG,A2QGTXLC93BRV9,Steven S,0,0,4,1970-01-01 00:00:01.351123200,Good but not as good as I remember,"I could be wrong but it seems like these used to be better. After reading reviews I think something went down in quality once BIGS took over production but with that said, these are still good sunflower seeds and addicting. There was an abundance of seeds that looked like they were smashed together or had gotten a ton of whatever the seasoning was glued onto them in a glob but at least 90% of each package was the normal single seed, non-misformed kind. All in all these are worth buying if you like sunflower seeds but if you have had them before BIGS was outsourced to produce them you may be a little disappointed as I was as they went from great to good."
280163,280164,B004XE0FKY,A134OXKUUA2N57,"Bohemian Bon Vivant ""Bohemian Bon Vivant""",0,0,5,1970-01-01 00:00:01.351123200,Fantastic -- But ...,"This is fantastic stuff. It's my favorite of all the flavors Fabrique D&eacute;lices makes.  But honestly, I walk three blocks and buy it for just under $6 at Gourmet & More on Gough Street in San Francisco.  I can't understand the price or paying the shipping.  I'd buy a terrine or use a loaf pan and make it myself rather than pay these kinds of prices.  There's a whole classic text on making terrines and pates at <a href=""http://www.amazon.com/gp/product/080942925X"">Terrines, Pates & Galantines (The Good Cook Techniques & Recipes Series)</a> and you can watch Julia Child do it on The French Chef.  It's as easy as making meatloaf.<br /><br />Beyond that I'd go to the Fabrique D&eacute;lices web site and see if you can buy it locally in your area.<br /><br />Enjoy."
415371,415372,B004LL983O,A2S7HFJI52FBSM,Brenna,0,0,3,1970-01-01 00:00:01.351123200,Ok,"I tried this flavor after enjoying Spicy Chicken flavor( which really was very good) and was dissapointed. I expected a little more flavor. It was just ok, I probably will buy the other flavors except for this one.  It simply wasnt flavorful enough for my taste."
182598,182599,B008RWUKXK,A2809QYS8GGMP0,Glenn,0,0,1,1970-01-01 00:00:01.351123200,"Weird smell and taste, stay away","I normally don't leave these reviews, but I feel like warning future buyers. I bought the vanilla blueberry as well as the maple walnut clusters pack of three. I tried the maple walnut and didn't have any problems with those. When trying the vanilla clusters on the other hand though I noticed that there was a weird smell and taste. Is hard to describe but it has an old and stale taste/smell. I checked the expiration date and it is set for June 21 2013. I won't be buying these going forward as It has totally put me off."
352181,352182,B0045GX66A,AW4AH10OLSV5I,"tlm ""tlm""",0,0,5,1970-01-01 00:00:01.351123200,Delicious!,"I haven't had Orange Blossom Honey this good since we moved from Florida to Texas many years ago.  It brought back amazing memories and a very happy mouth.  If you are a honey lover and want the best tasting honey ever, you have to order a couple of bottles.  They were shipped timely, packaged very well (in a plastic bag besides the packing material) reasonably priced, and worth ordering.  This was my first order of Tropic Bee and it definitely won't be my last."
476639,476640,B0032ZB03G,A2U06EREGWMXLL,mamalooby,0,0,4,1970-01-01 00:00:01.351123200,Almonds,"Found these while at my sisters house last year. Love these and have tried to find this product since returning home. Great for a snack or to use in a salad, just the right size for both. Also, looking for the same but Almonds and Walnuts-those are really great too. I like these since they are not so salty. A great purchase for me and will be odering more."
329447,329448,B002QWHJOU,A11VCDXC7TGFTG,Do-It-Herself,0,0,5,1970-01-01 00:00:01.351123200,A great deal on Greenies,Paid only $22 with free shipping for 96 teenies compared to about $35 at the pet store. How can you go wrong with a deal like that?  The dog begs for his daily Greenie. Got to have them.
